attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
56.4,76.4,6.6,Average,Unknown,Unknown,Average,99.3,0.2,66.32,"{'Weak': 0.2, 'Average': 99.3, 'Strong': 0.5}","{'attendance_contribution': 22.56, 'test_score_contribution': 30.56, 'assignment_submitted_contribution': 13.2}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
33.0,33.2,7.8,Average,Unknown,Unknown,Average,99.8,0.1,42.08,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 13.2, 'test_score_contribution': 13.28, 'assignment_submitted_contribution': 15.6}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
94.2,77.7,2.2,Strong,Unknown,Unknown,Strong,96.9,0.1,73.16,"{'Weak': 0.1, 'Average': 3.1, 'Strong': 96.9}","{'attendance_contribution': 37.68, 'test_score_contribution': 31.08, 'assignment_submitted_contribution': 4.4}","['Outstanding attendance (>=90%) — excellent commitment.', 'Above-average test performance (65-79).']",['Very few assignments submitted (2/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Strong
24.8,55.4,8.0,Average,Unknown,Unknown,Average,99.5,0.5,48.08,"{'Weak': 0.5, 'Average': 99.5, 'Strong': 0.0}","{'attendance_contribution': 9.92, 'test_score_contribution': 22.16, 'assignment_submitted_contribution': 16.0}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
14.0,77.5,9.4,Average,Unknown,Unknown,Average,99.8,0.1,55.4,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 5.6, 'test_score_contribution': 31.0, 'assignment_submitted_contribution': 18.8}","['Above-average test performance (65-79).', 'Excellent assignment submission (9/10) — highly disciplined.']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
49.2,51.8,7.6,Average,Unknown,Unknown,Average,99.8,0.1,55.6,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 19.68, 'test_score_contribution': 20.72, 'assignment_submitted_contribution': 15.2}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
99.3,43.1,5.0,Average,Unknown,Unknown,Average,97.7,0.2,66.96,"{'Weak': 0.2, 'Average': 97.7, 'Strong': 2.2}","{'attendance_contribution': 39.72, 'test_score_contribution': 17.24, 'assignment_submitted_contribution': 10.0}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
90.3,29.7,8.9,Average,Unknown,Unknown,Average,99.8,0.0,65.8,"{'Weak': 0.0, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 36.12, 'test_score_contribution': 11.88, 'assignment_submitted_contribution': 17.8}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
77.4,28.8,5.8,Average,Unknown,Unknown,Average,99.9,0.1,54.08,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 30.96, 'test_score_contribution': 11.52, 'assignment_submitted_contribution': 11.6}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
90.2,77.6,7.7,Average,Unknown,Unknown,Average,93.1,0.0,82.52,"{'Weak': 0.0, 'Average': 93.1, 'Strong': 6.9}","{'attendance_contribution': 36.08, 'test_score_contribution': 31.04, 'assignment_submitted_contribution': 15.4}","['Outstanding attendance (>=90%) — excellent commitment.', 'Above-average test performance (65-79).', 'Good assignment submission rate (7/10).']",[],['Performing well across all areas — maintain consistency!'],Average
90.4,20.7,8.4,Average,Unknown,Unknown,Average,99.8,0.1,61.24,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 36.16, 'test_score_contribution': 8.28, 'assignment_submitted_contribution': 16.8}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
56.7,17.7,7.7,Weak,Unknown,Unknown,Weak,95.9,95.9,45.16,"{'Weak': 95.9, 'Average': 4.1, 'Strong': 0.0}","{'attendance_contribution': 22.68, 'test_score_contribution': 7.08, 'assignment_submitted_contribution': 15.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Weak
38.4,25.9,3.6,Average,Unknown,Unknown,Average,94.7,5.2,32.92,"{'Weak': 5.2, 'Average': 94.7, 'Strong': 0.0}","{'attendance_contribution': 15.36, 'test_score_contribution': 10.36, 'assignment_submitted_contribution': 7.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
79.5,25.8,2.1,Average,Unknown,Unknown,Average,99.8,0.2,46.32,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 31.8, 'test_score_contribution': 10.32, 'assignment_submitted_contribution': 4.2}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
69.5,84.1,3.2,Average,Unknown,Unknown,Average,97.5,0.1,67.84,"{'Weak': 0.1, 'Average': 97.5, 'Strong': 2.4}","{'attendance_contribution': 27.8, 'test_score_contribution': 33.64, 'assignment_submitted_contribution': 6.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Low assignment submissions (3/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
43.6,45.9,5.5,Average,Unknown,Unknown,Average,99.9,0.1,46.8,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 17.44, 'test_score_contribution': 18.36, 'assignment_submitted_contribution': 11.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
18.5,99.1,5.6,Average,Unknown,Unknown,Average,99.8,0.1,58.24,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 7.4, 'test_score_contribution': 39.64, 'assignment_submitted_contribution': 11.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
77.2,22.3,6.2,Average,Unknown,Unknown,Average,99.4,0.5,52.2,"{'Weak': 0.5, 'Average': 99.4, 'Strong': 0.1}","{'attendance_contribution': 30.88, 'test_score_contribution': 8.92, 'assignment_submitted_contribution': 12.4}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
33.6,68.8,4.6,Average,Unknown,Unknown,Average,99.8,0.1,50.16,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 13.44, 'test_score_contribution': 27.52, 'assignment_submitted_contribution': 9.2}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
94.3,50.4,8.1,Average,Unknown,Unknown,Average,99.3,0.0,74.08,"{'Weak': 0.0, 'Average': 99.3, 'Strong': 0.7}","{'attendance_contribution': 37.72, 'test_score_contribution': 20.16, 'assignment_submitted_contribution': 16.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Average test score (50-64) — needs improvement.'],['Practice past papers and revise weak topics regularly.'],Average
31.7,45.4,9.2,Average,Unknown,Unknown,Average,99.5,0.4,49.24,"{'Weak': 0.4, 'Average': 99.5, 'Strong': 0.1}","{'attendance_contribution': 12.68, 'test_score_contribution': 18.16, 'assignment_submitted_contribution': 18.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
21.0,88.8,3.2,Average,Unknown,Unknown,Average,99.7,0.2,50.32,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 8.4, 'test_score_contribution': 35.52, 'assignment_submitted_contribution': 6.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
84.8,97.8,7.6,Strong,Unknown,Unknown,Strong,99.3,0.0,88.24,"{'Weak': 0.0, 'Average': 0.6, 'Strong': 99.3}","{'attendance_contribution': 33.92, 'test_score_contribution': 39.12, 'assignment_submitted_contribution': 15.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",[],['Performing well across all areas — maintain consistency!'],Strong
23.8,88.6,7.1,Average,Unknown,Unknown,Average,99.5,0.2,59.16,"{'Weak': 0.2, 'Average': 99.5, 'Strong': 0.3}","{'attendance_contribution': 9.52, 'test_score_contribution': 35.44, 'assignment_submitted_contribution': 14.2}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
26.1,27.3,5.7,Average,Unknown,Unknown,Average,98.6,1.3,32.76,"{'Weak': 1.3, 'Average': 98.6, 'Strong': 0.0}","{'attendance_contribution': 10.44, 'test_score_contribution': 10.92, 'assignment_submitted_contribution': 11.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
63.9,29.9,2.7,Average,Unknown,Unknown,Average,99.8,0.2,42.92,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 25.56, 'test_score_contribution': 11.96, 'assignment_submitted_contribution': 5.4}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
88.7,69.0,8.2,Strong,Unknown,Unknown,Strong,98.7,0.0,79.48,"{'Weak': 0.0, 'Average': 1.3, 'Strong': 98.7}","{'attendance_contribution': 35.48, 'test_score_contribution': 27.6, 'assignment_submitted_contribution': 16.4}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).', 'Good assignment submission rate (8/10).']",[],['Performing well across all areas — maintain consistency!'],Strong
27.7,36.0,9.6,Average,Unknown,Unknown,Average,99.6,0.3,44.68,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 11.08, 'test_score_contribution': 14.4, 'assignment_submitted_contribution': 19.2}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
